Glottocode_spec	Glottocode	Smallest_Island_group	Smallest_Island_group_main	Marck_group	Medium_only_merged_for_shared_language	COUNTRY NAME	SBZR_group	glottocodes	lg_count_medium	lg_count_Marck	lg_count_SBZR	lg_count_COUNTRY	lg_count_smallest	sum_area	sum_shoreline	mean_lat	mean_long	max_long	min_long	max_lat	min_lat	smallest_island_color	Marck_group_color	medium_group_color	SBZR_group_color
vaoo1237	vaoo1237	Vao	Vao	Vanuatu + Temotu	Vao	VANUATU	Vanuatu + Temotu	vaoo1237	1	128	130	117	1	1.2418957018	4.785067985	-15.9080538089	167.297375901	167.297375901	167.297375901	-15.9080538089	-15.9080538089	#50DF68	#A3A4EE	#E670E8	#E65F6B
vera1241	vera1241	Vanua Lava	Vanua Lava	Vanuatu + Temotu	Vanua Lava	VANUATU	Vanuatu + Temotu	vure1239,vera1241,leme1238	3	128	130	117	3	330.7597075777	110.1437380098	-13.859835542419999	167.5525986988	167.612448443	167.463246555	-13.789468074	-13.9123481473	#6DF087	#A3A4EE	#DF4653	#E65F6B
vinm1237	vinm1237	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
vivt1234	vivt1234	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
vuna1239	vuna1239	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
vure1239	vure1239	Vanua Lava	Vanua Lava	Vanuatu + Temotu	Vanua Lava	VANUATU	Vanuatu + Temotu	vure1239,vera1241,leme1238	3	128	130	117	3	330.7597075777	110.1437380098	-13.859835542419999	167.5525986988	167.612448443	167.463246555	-13.789468074	-13.9123481473	#6DF087	#A3A4EE	#DF4653	#E65F6B
waam1236	waam1236	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
wail1242	wail1242	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
wall1257	wall1257	Uvea (Wallis)	Uvea (Wallis)	Uvea (Wallis)	Uvea (Wallis)	Wallis and Futuna (FRANCE)	Uvea (Wallis)	wall1257	1	1	1	2	1	84.3937772631	79.8478444592	-13.293464407893334	-176.1832627114	-176.127802682	-176.226023027	-13.1815606099	-13.3881284049	#F5E0BE	#AD77DE	#EBB8F3	#A7E7AC
west2513	west2513	Ambae	Ambae	Vanuatu + Temotu	Ambae	VANUATU	Vanuatu + Temotu	west2513,east2443	2	128	130	117	2	425.274846173	105.556816403	-15.3955646085	167.848248315	167.848248315	167.848248315	-15.3955646085	-15.3955646085	#E76C31	#A3A4EE	#C2C164	#E65F6B
west2516	west2516	Ouvea	Ouvea, Ouvea (West Uvean)	Kanaky (main island + Loyalties)	Ouvea	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	iaai1238, west2516	2	34	34	34	2	140.623467889	133.346022522	-20.5638527577	166.583052642	166.583052642	166.583052642	-20.5638527577	-20.5638527577	#43CDCE	#73A69F	#F3A1D8	#DB3D7D
west2516	west2516	Ouvea (West Uvean)	Ouvea, Ouvea (West Uvean)	Kanaky (main island + Loyalties)	Ouvea	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	west2516	2	34	34	34	1	12.454841611600001	40.1789694193	-20.59592422168	166.4944666898	166.552912919	166.430658231	-20.408048716	-20.7293405532	#A59BEB	#73A69F	#F3A1D8	#DB3D7D
west2519	west2519	Yasawa (greater)	Viti Levu, Yasawa (greater), Vatulele	Fiji	Viti Levu + Yasawa	FIJI	Fiji	west2519	4	8	8	9	1	185.4185066248	423.06833156920004	-17.182586812101164	177.29870868272093	177.763635762	176.874579529	-16.6551993442	-17.8575841315	#C3798A	#ECADEC	#DF7AC8	#AFDFE6
west2519	west2519	Viti Levu	Viti Levu, Yasawa (greater), Vatulele	Fiji	Viti Levu + Yasawa	FIJI	Fiji	sout2864, nort2843, west2519, namo1248	4	8	8	9	4	10788.0411853707	991.1585237059	-17.825429385606558	178.13383320413115	178.705391402	177.295765944	-17.2872693453	-18.391015304	#A862EF	#ECADEC	#DF7AC8	#AFDFE6
west2519	west2519	Vatulele	Viti Levu, Yasawa (greater), Vatulele	Fiji	Viti Levu + Yasawa	FIJI	Fiji	west2519	4	8	8	9	1	32.9637484296	34.5313728889	-18.495124701475	177.65181749675	177.668224502	177.63751778	-18.4800177598	-18.5370519986	#60F6AA	#ECADEC	#DF7AC8	#AFDFE6
weta1242	weta1242	Gaua	Gaua	Vanuatu + Temotu	Gaua	VANUATU	Vanuatu + Temotu	weta1242,lako1245,koro1308,nume1241	4	128	130	117	4	343.159536054	83.1330912671	-14.2572103949	167.507267562	167.507267562	167.507267562	-14.2572103949	-14.2572103949	#6DF232	#A3A4EE	#6F83E0	#E65F6B
whit1269	whit1269	Tanna	Tanna	Vanuatu + Temotu	Tanna	VANUATU	Vanuatu + Temotu	kwam1252,sout2869,whit1269,lena1238,nort2847	5	128	130	117	5	564.997226668	127.471078834	-19.4944553812	169.326338052	169.326338052	169.326338052	-19.4944553812	-19.4944553812	#C5E2BC	#A3A4EE	#AD34E9	#E65F6B
wole1240	wole1240	Wolei	Wolei, Satawal (Woleai speaking)	Woleai	Woleai	FEDERATED STATES OF MICRONESIA	Woleai	wole1240	1	1	2	17	1	8.5348935585	59.3634888111	7.497249878879311	143.99405792375862	145.383559997	143.036453681	9.2322090318	6.6866778814	#85F1E9	#D28293	#EA7380	#AC27EA
wole1240	wole1240	Satawal (Woleai speaking)	Wolei, Satawal (Woleai speaking)	Satawal	Woleai	FEDERATED STATES OF MICRONESIA	Woleai	wole1240	1	2	2	17	1	2.5504951290999998	19.5881396529	7.512704779118182	146.1582744429091	146.38967724	145.85070716	7.7019457688	7.4080962696	#F4E1F2	#B4D181	#EA7380	#AC27EA
wusi1237	wusi1237	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
xara1243	xara1243	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
xara1244	xara1244	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
yape1248	yape1248	Yap	Yap	Waab	Yap	FEDERATED STATES OF MICRONESIA	Ulithi + Yap	yape1248	1	3	2	17	1	103.8266766168	126.6606754377	9.52005967048	138.13191170800002	138.176657801	138.079551763	9.6188499048	9.4537311377	#A5E832	#6186D6	#5D8134	#6D40E7
yuag1237	yuag1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
zire1240	zire1240	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
aust1304	aust1304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
newc1244	newc1244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
